Name,Name (plain),rank,Chemistry,Z (chemical formula units in the unit cell),Chemistry Elements,Elements,Cu redox,localities,Db ID,Paragenetic mode,Metamorphic,Primary,Secondary,Abiotic,Biotic,Mineral name,v,IG,"IG,total","IG,n",Year,ICSD code,discovery,discovery method,max size (cm),color,luster,hard,structure,structure type,   a   ,   b   ,   c   ,   α   ,   β   ,   γ   ,   volume   ,   crystal system   ,   point group   ,   space group   ,multiplicity,   lattice   ,Max Age (Ma),MinDat Locality ID,Unique Ages,Unique Ages (including parents),Locality,Location,Ref,Excel ID
Diaboleite,Diaboleite,740,Cu^2+^Pb^2+^_2_Cl_2_(OH)_4_,,Cu Pb Cl O H,5,2,50,4877,"66,72",0,0,1,0,1,Diaboleite,13,2.316,30.106,0.626,1995,81589,1923,4,2,blue,3,2.5,1,,5.872433333,5.872433333,5.495966667,90,90,90,189.5313333,tetragonal,4mm,P4mm,16,P,1285,53700,18,97,"Black Mountain (Swartberg Mine), Aggeneys, Namakwa District (Namaqualand), Northern Cape Province, South Africa","0,0",USGSOFR2009_1297,
Diegogattaite,Diegogattaite,4190,Na_2_CaCu^2+^_2_Si_8_O_20_·H_2_O,,Na Ca Cu Si O H,6,2,1,6180,"66,72",0,0,1,0,1,Diegogattaite,,,,,,,2012,1,0.4,blue,2,6,1,,12.243125,15.753225,10.588025,90,125.528,90,1661.8915,monoclinic,2/m,C2/m,,C,,,0,2,,,,
Digenite,Digenite,113,Cu_1.8_S,,Cu S,2,1,894,1678,"12,16,22,51,78",0,1,1,1,0,Digenite,3,1.585,4.755,1,1969,42709,1844,6,3,blue,1,3,1,Digenite,5.583885714,5.583885714,5.583885714,90,90,90,174.116,cubic,4/m32/m,Fm3m,192,F,3640,3086,315,1332,"Barberton, Ehlanzeni District, Mpumalanga Province, South Africa","-25.724722222222,31.094444444444",JAES6_681,
Dioptase,Dioptase,389,Cu^2+^SiO_3_·H_2_O,,Cu Si O H,4,2,154,1682,72,0,0,1,0,1,Dioptase,48,3,144,0.537,1978,200761,1797,6,5,green,2,5,1,,14.57253333,14.57253333,7.780366667,90,90,120,1430.872667,hexagonal,3,R3,9,R,1590,56211,49,233,"Vergenoeg Mine, Pretoria District (Tshwane District), Gauteng Province, South Africa","-25.255555555556,28.579444444444",,
Dioskouriite,Dioskouriite,,CaCu^2+^_4_Cl_6_(OH)_4_·4H_2_O,,Ca Cu Cl O H,5,2,1,6506,22 *paper not yet published,,,,,,,,,,,,,2016,1,,gray,,,0,,7.3193,10.371,20.56,90,90,90,1560.678,orthorhombic,222,P212121,,P,,,,,,,,
Dixenite,Dixenite,4195,Cu^1+^Mn^2+^_14_Fe^3+^(As^3+^O_3_)_5_(SiO_4_)_2_(As^5+^O_4_)(OH)_6_,,Cu Mn Fe As O Si H,7,1,1,1685,37,3,0,0,,,Dixenite,57,4.582,261.151,0.785,1981,30787,1920,2,,brown,1,4,1,Hematolite,8.2395,8.2395,37.367,90,90,120,2196.9415,hexagonal,3,R3,,R,1890,3167,1,4,"Långban, Filipstad, Värmland, Sweden","59.853611111111,14.259444444444",PR64_319,
Djurleite,Djurleite,265,Cu_31_S_16_,,Cu S,2,,266,1687,78,0,0,1,,,Djurleite,376,6.555,2464.525,0.766,1979,100334,1962,1,1.5,black,1,3,1,,26.8975,15.7485,13.5785,90,90.2,90,5751.7505,monoclinic,2/m,P21/n,4,P,2742,7797,97,515,"MKD5 Nickel Deposit, Mount Keith, Wiluna Shire, Western Australia, Australia","-27.166666666667,120.55",N382_703,
Dmisokolovite,Dmisokolovite,4196,K_3_Cu^2+^_5_AlO_2_(As^5+^O_4_)_4_,,K Cu Al O As,5,2,1,6238,78,0,0,1,,,Dmisokolovite,,,,,,,2013,1,0.02,green,2,3,0,,17.0848,5.7188,16.5332,90,91.716,90,1614.645,monoclinic,2/m,C2/c,,C,3.60E-05,251235,1,8,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Oblast', Far-Eastern Region, Russia","55.683333333333,160.23333333333",BV43_47,
Dolerophanite,Dolerophanite,2002,Cu^2+^_2_OS^6+^O_4_,,Cu O S,3,2,4,1689,"22,72",0,1,1,0,1,Dolerophanite,16,2.75,44,0.688,1985,61513,1873,6,0.1,brown,2,3,1,Natrochalcite,9.373666667,6.327,7.633333333,90,122.3433333,90,382.4763333,monoclinic,2/m,C2/m,,C,3.60E-05,20383,4,17,"First Scoria Cone (First Cinder Cone), Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Oblast', Far-Eastern Region, Russia","55.683055555556,160.23305555556",BV43_47,
Domerockite,Domerockite,4197,Cu^2+^_4_(As^5+^O_4_)(As^5+^O_3_OH)(OH)_3_·H_2_O,,Cu As O H,4,2,1,5745,72,0,0,1,0,1,Domerockite,44,4.505,198.215,0.825,,,2009,1,0.3,green,2,3,1,,5.378,8.962,9.841,75.255,83.56,79.97,450.535,triclinic,1,P1,,P,,,0,3,,,,
Domeykite,Domeykite,628,Cu_3_As,,Cu As,2,,68,5093,51,0,1,0,1,0,Domeykite,32,0.811,25.961,0.162,1938,655109,1845,6,,gray,1,3.5,1,,9.615,9.615,9.615,90,90,90,888.8905,cubic,43m,I43d,48,I,1900,2501,32,141,"Nordmark Odal Field (Nordmarksberg), Filipstad, Värmland, Sweden","59.825,14.112222222222",MD29_150,
Domeykite-?,Domeykite-beta,4198,Cu_3_As,,Cu As,2,,1,5094,51,0,1,0,1,0,,,,,,,,1949,2,,,1,,1,Fluocerite,7.088,7.088,7.232,90,90,120,314.656,hexagonal,32/m2/m,P3c1,,P,1825,3182,1,6,"Harstigen Mine, Pajsberg, Persberg District, Filipstad, Värmland, Sweden","59.785277777778,14.313888888889",MSUDGG_318,
Dravertite,Dravertite,4201,Cu^2+^Mg(S^6+^O_4_)_2_,,Cu Mg S O,4,2,1,6403,72,0,0,1,0,1,Dravertite,,,,,,,2014,1,,,,,0,Zinkosite,,,,,,,,,,,,,3.60E-05,251235,1,8,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Oblast', Far-Eastern Region, Russia","55.683333333333,160.23333333333",BV43_47,
Duftite,Duftite,334,Pb^2+^Cu^2+^As^5+^O_4_(OH),,Pb Cu As O H,5,2,199,4899,72,0,0,1,0,1,Duftite,32,3,96,0.6,1998,54151,1920,2,0.5,green,2,4.5,1,Adelite,7.65776,9.21792,5.9536,90,90,90,420.282,orthorhombic,222,P212121,4,P,3200,231,55,315,"Whim Creek Copper Mine (Whim Creek Copper Prospect; Whim Well Mine), Whim Creek, Roebourne Shire, Western Australia, Australia","-20.863888888889,117.8325",USGSOFR2009_1034,
Dzier?anowskite,Dzierzanowskite,4210,CaCu_2_S_2_,,Ca Cu S,3,1,1,6318,0,,,,,,Dzier?anowskite,5,1.522,7.61,0.655,,,2014,1,,,,,1,,3.9101,3.9101,9.4758,90,90,120,125.465,hexagonal,32/m2/m,P3m1,,P,16,105748,1,4,"Nabi Musa, Hatrurim Formation, West Bank, Palestine","31.766666666667,35.433333333333",CG334_25,
Eckerite,Eckerite,4212,Ag_2_CuAsS_3_,,Ag Cu As S,4,,1,6362,51,0,1,0,1,0,Eckerite,,,,,,,2014,1,,brown,1,3,0,Xanthoconite,11.8643,6.2338,16.6785,90,110.842,90,1152.82,monoclinic,2/m,C2/c,,C,245,3207,1,5,"Lengenbach Quarry, Fäld (Imfeld; Im Feld; Feld), Binn Valley, Wallis (Valais), Switzerland","46.365,8.2211111111111",,
Eckhardite,Eckhardite,3032,"(Ca,Pb^2+^)Cu^2+^Te^6+^O_5_·H_2_O",,Ca Pb Cu Te O H,6,2,1,6148,72,0,0,1,0,1,Eckhardite,40,3.322,132.877,0.624,,,2012,1,0.015,green,2,3,1,,8.1606,5.3076,11.4412,90,101.549,90,485.522,monoclinic,2/m,P21/n,,P,946,87939,3,8,"Aga Mine, Otto Mountain, Baker, San Bernardino Co., California, USA","35.272222222222,-116.095",GSAB101_1574,
Eclarite,Eclarite,1420,"(Cu,Fe)Pb_9_Bi_12_S_28_",,Cu Fe Pb Bi S,5,,12,1733,53,0,1,0,1,0,Eclarite,204,5.672,1157.175,0.739,,,1982,1,1.5,gray,1,2.5,1,,54.71216667,4.030133333,22.71736667,90,90,90,5009.121,orthorhombic,2/m2/m2/m,Pnma,8,P,105,12681,2,28,"Hnúš?a, Rimavská Sobota Co., Banská Bystrica Region, Slovakia","48.59,19.940555555556",GC53_166,
Edwardsite,Edwardsite,4217,Cu^2+^_3_Cd^2+^_2_(S^6+^O_4_)_2_(OH)_6_·4H_2_O,,Cu Cd S O H,5,2,1,5777,72,0,0,1,0,1,Edwardsite,156,5.311,828.523,0.729,,,2009,1,0.006,blue,2,3.5,1,,10.854,13.1235,11.1635,90,113.0135,90,1463.531,monoclinic,2/m,P21/c,,P,1855,73,1,5,"Block 14 Opencut, Broken Hill, Yancowinna Co., New South Wales, Australia","-31.959166666667,141.475",EG100_633,
Effenbergerite,Effenbergerite,4218,BaCu^2+^Si_4_O_10_,,Ba Cu Si O,4,2,1,1740,72,0,0,1,0,1,Effenbergerite,64,2.375,152,0.396,1993,72614,1993,1,0.8,blue,2,5,1,,7.413596875,7.413596875,15.9703875,90,90,90,877.8006875,tetragonal,4/m2/m2/m,P4/ncc,,P,,,0,2,,,,
Eldragónite,Eldragonite,4224,Cu_6_BiSe_4_(Se_2_),,Cu Bi Se,3,,1,5916,51,0,1,0,1,0,Eldragónite,52,3.7,192.423,0.649,,,2004,1,0.01,brown,1,3.5,1,,4.0341,27.056,9.5559,90,90,90,1043,orthorhombic,2/m2/m2/m,Pmcn,,P,416,353,1,4,"El Dragón Mine, Antonio Quijarro Province, Potosí Department, Bolivia","-19.820833333333,-65.916666666667",TMR21_133,
Eleomelanite,Eleomelanite,,(K_2_Pb^2+^)Cu^2+^_4_O_2_(S^6+^O_4_)_4_,,K Pb Cu O S,5,2,1,6517,22 *paper not yet published,,,,,,,,,,,,,2016,1,,green,2,,0,,9.3986,4.8911,18.2293,90,104.409,90,811.632,monoclinic,2/m,P21/n,,P,,,,,,,,
Elyite,Elyite,611,Cu^2+^Pb^2+^_4_(S^6+^O_4_)O_2_(OH)_4_·H_2_O,,Cu Pb S O H,5,2,75,1754,"72,89",0,0,1,0,1,Elyite,176,5.459,960.86,0.732,2000,89798,1971,1,0.1,purple,2,2,1,,14.233,11.532,14.611,90,100.45,90,2358.399,monoclinic,2/m,P21/c,4,P,541,2428,21,118,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Otjikoto Region (Oshikoto), Namibia","-19.25,17.7",,
Emilite,Emilite,3466,Cu_10.7_Pb_10.7_Bi_21.3_S_48_,,Cu Pb Bi S,4,,2,1757,53,0,1,0,1,0,Emilite,92,5.524,508.168,0.847,2002,94739,2001,1,,white,1,4,1,Meneghinite,4.0285,44.986,11.599,90,90,90,2102.042,orthorhombic,2mm,Pmc21,,P,,,0,3,,,,
Emplectite,Emplectite,317,Cu^1+^Bi^3+^S^2-^_2_,,Cu Bi S,3,1,214,1759,51,0,1,0,1,0,Emplectite,16,2,32,0.5,2005,171052,1855,6,0.0127,gray,1,2,1,Chalcostibite,6.1391,3.913733333,14.529,90,90,90,349.0853333,orthorhombic,2/m2/m2/m,Pnma,8,P,3026,589,92,405,"Moly Hill Mine, La Motte, Abitibi RCM, Abitibi-Témiscamingue, Québec, Canada","48.301666666667,-78.21",TCM41_307,
Enargite,Enargite,122,Cu_3_AsS_4_,,Cu As S,3,,815,1761,51,0,1,0,1,0,Enargite,16,2.5,40,0.625,2002,95547,1850,6,15,black,1,3,1,Wurtzite,7.412988889,6.434144444,6.154044444,90,90,90,293.5282222,orthorhombic,2mm,Pmn21,8,P,3640,3086,232,955,"Barberton, Ehlanzeni District, Mpumalanga Province, South Africa","-25.724722222222,31.094444444444",JAES6_681,
Engelhauptite,Engelhauptite,4228,KCu^2+^_3_(V^5+^_2_O_7_)(OH)_2_Cl,,K Cu V O H Cl,6,2,1,6172,72,0,0,1,0,1,Engelhauptite,,,,,,,2013,1,0.012,brown,1,,0,,5.922,5.922,14.513,90,90,120,440.783,hexagonal,6/m2/m2/m,P63/mmc,,P,354,13178,1,6,"Kahlenberg (Auf'm Kopp), Oberstadtfeld, Daun, Eifel, Rhineland-Palatinate, Germany","50.183333333333,6.7652777777778",,
Erazoite,Erazoite,4229,Cu_4_SnS_6_,,Cu Sn S,3,,1,6360,51,0,1,0,1,0,Erazoite,7,1.95,13.651,0.695,,,2014,1,,,,,1,,3.7475,3.7475,32.9255,90,90,120,400.449,hexagonal,32/m2/m,R3m,,R,,,0,3,,,,
Ericlaxmanite,Ericlaxmanite,4231,Cu^2+^_4_O(As^5+^O_4_)_2_,,Cu O As,3,2,1,6184,22,0,1,0,1,0,Ericlaxmanite,30,3.907,117.207,0.796,,,2013,1,0.01,green,2,3.5,1,,6.423,7.6573,8.224633333,98.43766667,112.4113333,98.39066667,360.785,triclinic,1,P1,,P,3.60E-05,251235,1,8,"Arsenatnaya Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Oblast', Far-Eastern Region, Russia","55.683333333333,160.23333333333",BV43_47,
Erikapohlite,Erikapohlite,4232,"Cu^2+^_3_(Zn^2+^,Cu^2+^,Mg)_4_Ca_2_(As^5+^O_4_)_6_·2H_2_O",,Cu Zn Mg Ca As O H,7,2,1,5931,72,0,0,1,0,1,Erikapohlite,,,,,,,2010,1,0.07,blue,2,,0,Keyite,12.6562,12.727,6.9146,90,113.923,90,1018.09,monoclinic,2/m,C2/c,,C,541,2428,1,4,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Otjikoto Region (Oshikoto), Namibia","-19.25,17.7",,
Eriochalcite,Eriochalcite,1511,Cu^2+^Cl_2_·2H_2_O,,Cu Cl H O,4,2,12,1775,"22,72",0,1,1,0,1,Eriochalcite,18,1.837,33.059,0.44,1989,40290,1870,6,0.5,green,2,2.5,1,,7.397275,8.06115,3.73345,90,90,90,222.6305,orthorhombic,2/m2/m2/m,Pbmn,8,P,65,53487,3,42,"Sacaton Mine (Casa Grande Mine; ASARCO Sacaton Project), Casa Grande, Pinal Co., Arizona, USA","32.960277777778,-111.81305555556",USGSOFR2008_1155,
Eskebornite,Eskebornite,1238,CuFeSe_2_,,Cu Fe Se,3,1,22,1788,51,0,1,0,1,0,Eskebornite,16,1.75,28,0.438,1992,73376,1949,4,0.1,brown,1,3.5,1,Chalcopyrite,5.5191,5.5191,11.034,90,90,90,336.1035,tetragonal,42m,P42c,8,P,1850,621,14,60,"Eagle Claims U-Cu-Se Occurrence, Beaverlodge Area, Saskatchewan, Canada","59.58,-108.53722222222",,
Eucairite,Eucairite,775,CuAgSe,,Cu Ag Se,3,,51,1795,51,0,1,0,1,0,Eucairite,6,1.585,9.51,0.613,1957,44608,1818,6,0.01,white,1,2.5,1,,4.089666667,4.078,6.321333333,90,90,90,105.4243333,tetragonal,4/m2/m2/m,P4/nmm,16,P,2716,4381,26,126,"Kidd Creek Mine (Kidd Mine), Kidd Township, Timmins Area, Cochrane District, Ontario, Canada","48.69,-81.366666666667",USGSOFR2009_1034,
Euchlorine,Euchlorine,1817,KNaCu^2+^_3_O(S^6+^O_4_)_3_,,K Na Cu O S,5,2,3,1796,"22,72",0,1,1,0,1,Euchlorine,84,4.44,372.955,0.695,1990,69451,1884,6,0.2,green,2,,1,Euchlorine,18.484,9.412,14.2675,90,113.785,90,2271.308,monoclinic,2/m,C2/c,,C,3.60E-05,20383,5,13,"First Scoria Cone (First Cinder Cone), Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Oblast', Far-Eastern Region, Russia","55.683055555556,160.23305555556",BV43_47,
Euchroite,Euchroite,1131,Cu^2+^_2_As^5+^O_4_(OH)·3H_2_O,,Cu As O H,4,2,24,1797,72,0,0,1,0,1,Euchroite,44,3.459,152.215,0.634,1989,65698,1823,6,2,green,2,4,1,,10.20866667,10.51366667,6.1058,90,90,90,655.3276667,orthorhombic,222,P212121,4,P,1703,159471,10,70,"Nadbuck Mine, Silverton, Northern Section, Broken Hill District, Yancowinna Co., New South Wales, Australia","0,0",EG110_1027,
Eurekadumpite,Eurekadumpite,3035,"(Cu^2+^,Zn^2+^)_16_(Te^4+^O_3_)_2_(As^5+^O_4_)_3_Cl^1-^(OH)_18_·7H_2_O",,Cu Zn Te O As Cl H,7,2,1,5802,72,0,0,1,0,1,Eurekadumpite,,,,,,,2009,1,0.1,blue,2,3,0,,8.28,18.97,7.38,90,121.3,90,990,monoclinic,,,,,,,0,5,,,,
Famatinite,Famatinite,433,Cu_3_SbS_4_,,Cu Sb S,3,1,134,1819,51,0,1,0,1,0,Famatinite,8,1.75,14,0.583,1972,2857,1873,6,,brown,1,3.5,1,Sphalerite,5.35925,5.35925,10.6735,90,90,90,306.57,tetragonal,42m,I42m,16,I,3640,3086,42,259,"Barberton, Ehlanzeni District, Mpumalanga Province, South Africa","-25.724722222222,31.094444444444",JAES6_681,
Favreauite,Favreauite,4249,Pb^2+^Bi^3+^Cu^2+^_6_O_4_(Se^4+^O_3_)_4_(OH)·H_2_O,,Pb Bi Cu O Se H,6,2,1,6306,72,0,0,1,0,1,Favreauite,70,3.472,243.05,0.566,,,2014,1,1,green,2,3,1,,9.86,9.86,9.7,90,90,90,943.03,tetragonal,4/m,P4/n,,P,416,353,1,4,"El Dragón Mine, Antonio Quijarro Province, Potosí Department, Bolivia","-19.820833333333,-65.916666666667",TMR21_133,
Fedotovite,Fedotovite,2465,K_2_Cu^2+^_3_O(S^6+^O_4_)_3_,,K Cu O S,4,2,2,1829,"22,72",0,1,1,0,1,Fedotovite,84,4.44,372.955,0.695,1991,71792,1986,1,0.5,green,2,2.5,1,Euchlorine,19.037,9.479,14.231,90,111.04,90,2396.799,monoclinic,2/m,C2/c,,C,3.60E-05,11688,2,11,"Treschina Fumarole, Second Scoria Cone, Northern Breakthrough (North Breach), Great Fissure Eruption (Main Fracture), Tolbachik Volcano, Kamchatka Oblast', Far-Eastern Region, Russia","55.833333333333,160.33333333333",BV43_47,
Felbertalite,Felbertalite,1909,Cu_2_Pb_6_Bi_8_S_19_,,Cu Pb Bi S,4,,9,1833,"32,52",1,1,0,1,0,Felbertalite,35,4.158,145.525,0.811,2000,411110,1999,1,0.05,black,1,3.4,1,,27.637,4.0499,20.741,90,131.258,90,1745.167,monoclinic,2/m,C2/m,,C,2680,239115,2,29,"Hannan South Deposit, Kalgoorlie-Boulder, Kalgoorlie-Boulder Shire, Western Australia, Australia","-30.901111111111,121.545",EG90_845,
Feodosiyite,Feodosiyite,5074,Cu^2+^_11_Mg_2_Cl_18_(OH)_8_·16H_2_O,,Cu Mg Cl O H,5,2,1,6466,0,,,,,,Feodosiyite,,,,,,,2015,1,,,,,0,,12.901,16.4193,11.9614,90,113.691,90,2320.2,monoclinic,2/m,P21/c,,P,,,0,0,,,,
Ferrokësterite,Ferrokesterite,1819,"Cu_2_(Fe,Zn)SnS_4_",,Cu Fe Zn Sn S,5,1,8,1896,51,0,1,0,1,0,Ferrokësterite,,,,,,,1985,1,0.05,gray,1,4,0,Sphalerite,5.4314,5.4314,10.832,90,90,90,319.545,tetragonal,,,,,349,16649,2,24,"Mount Pleasant Mine (Brunswick Tin Mines), Saint George Parish, Charlotte Co., New Brunswick, Canada","45.442222222222,-66.82",EG81-1356,
Ferrostalderite,Ferrostalderite,4275,CuFe_2_TlAs_2_S_6_,,Cu Fe Tl As S,5,1,1,6388,51,0,1,0,1,0,Ferrostalderite,,,,,,,2014,1,0.005,black,1,,0,Routhierite,9.8786,9.8786,10.8489,90,90,90,1058.709,tetragonal,42m,I42m,,I,245,3207,1,5,"Lengenbach Quarry, Fäld (Imfeld; Im Feld; Feld), Binn Valley, Wallis (Valais), Switzerland","46.365,8.2211111111111",,
Fingerite,Fingerite,4283,Cu^2+^_11_O_2_(V^5+^O_4_)_6_,,Cu O V,3,2,1,1935,22,0,1,0,1,0,Fingerite,43,4.45,191.329,0.82,1985,201626,1983,1,0.015,black,1,,1,,8.16,8.2685,8.0445,107.098,91.407,106.4145,494.196,triclinic,1,P1,,P,,,0,0,,,,
Fletcherite,Fletcherite,1745,Cu^2+^Ni^3+^_2_S^2-^_4_,,Cu Ni S,3,2,13,1940,51,0,1,0,1,0,Fletcherite,,,,,,,1976,1,0.02,gray,1,5,0,Spinel,9.519,9.519,9.519,90,90,90,862.5295,cubic,4/m32/m,Fd3m,192,F,2716,4381,6,39,"Kidd Creek Mine (Kidd Mine), Kidd Township, Timmins Area, Cochrane District, Ontario, Canada","48.69,-81.366666666667",USGSOFR2009_1034,
Florensovite,Florensovite,4289,Cu^1+^(Cr^3+^_1.5_Sb^5+^_0.5_)S^2-^_4_,,Cu Cr Sb S,4,1,1,1946,33,3,0,0,,,Florensovite,14,1.379,19.303,0.362,1966,53111,1989,1,0.08,black,1,5,1,Spinel,9.993,9.993,9.993,90,90,90,997.901,cubic,4/m32/m,Fd3m,,F,481,8185,1,7,"Pereval Marble Quarry, Slyudyanka (Sludyanka), Lake Baikal Area, Irkutskaya Oblast', Prebaikalia (Pribaikal'e), Eastern-Siberian Region, Russia","51.633333333333,103.7",P5_338,
Forêtite,Foretite,3047,"Cu^2+^_2_Al_2_(As^5+^O_4_)(OH,O,H_2_O)_6_",,Cu Al As O H,5,2,2,6037,72,0,0,1,0,1,Forêtite,,,,,,,2011,1,0.01,blue,2,4,0,,,,,,,,,,,,,,251,220042,1,7,"North Mine, Cap Garonne Mine, Le Pradet, Var, Provence-Alpes-Côte D'Azur, France","43.081388888889,6.0352777777778",TP177_59,
Fornacite,Fornacite,579,Cu^2+^Pb^2+^_2_(Cr^6+^O_4_)(As^5+^O_4_)(OH),,Cu Pb Cr O As H,6,2,80,1971,72,0,0,1,0,1,Fornacite,56,3.807,213.212,0.656,1967,26828,1915,4,0.6,green,2,3,1,Fornacite,8.09363,5.913226,17.54558,90,109.984,90,789.1614,monoclinic,2/m,P21/c,4,P,3200,231,30,155,"Whim Creek Copper Mine (Whim Creek Copper Prospect; Whim Well Mine), Whim Creek, Roebourne Shire, Western Australia, Australia","-20.863888888889,117.8325",USGSOFR2009_1034,
Francisite,Francisite,3496,Cu^2+^_3_Bi^3+^(Se^4+^O_3_)_2_O_2_Cl,,Cu Bi Se O Cl,5,2,2,1980,72,0,0,1,0,1,Francisite,30,2.84,85.207,0.579,1990,69385,1989,1,0.025,green,3,4,1,,6.354,9.63,7.22,90,90,90,441.785,orthorhombic,2/m2/m2/m,Pmmn,,P,1795,158,1,9,"Iron Monarch Open Cut, Iron Knob, Middleback Range, Eyre Peninsula, South Australia, Australia","-32.744722222222,137.13944444444",PR40_363,
Frankhawthorneite,Frankhawthorneite,3498,Cu^2+^_2_Te^6+^O_4_(OH)_2_,,Cu Te O H,4,2,2,1987,72,0,0,1,0,1,Frankhawthorneite,18,2.281,41.059,0.547,1995,81607,1993,1,0.01,green,2,4,1,,9.107,5.213,4.605,90,98.74,90,216.083,monoclinic,2/m,P21/n,,P,946,205196,1,10,"Bird Nest Drift, Otto Mountain, Baker, San Bernardino Co., California, USA","35.276666666667,-116.1",GSAB101_1574,
Freedite,Freedite,3051,Cu^1+^Pb^2+^_8_(As^3+^O_3_)_2_O_3_Cl_5_,,Cu Pb As O Cl,5,1,2,1995,"37,72",1,0,1,0,1,Freedite,50,3.844,192.193,0.681,1987,68176,1984,1,,yellow,2,3,1,,13.578,20.099,7.465,90,105.73,90,1960.936,monoclinic,2/m,C2/m,,C,1825,3167,2,10,"Långban, Filipstad, Värmland, Sweden","59.853611111111,14.259444444444",MSUDGG_318,
Freibergite,Freibergite,150,Ag_6_Cu_4_Fe_2_Sb_4_S_13-x_,,Ag Cu Fe Sb S,5,1,604,1996,51,0,1,0,1,0,Freibergite,29,2.029,58.842,0.418,1986,62115,1853,6,3.5,gray,1,4,1,Tennantite,10.5682,10.5682,10.5682,90,90,90,1180.421333,cubic,43m,I43m,48,I,2735,15806,140,700,"Mattabi Mine, GTP Block 7 Township, Kenora District, Ontario, Canada","49.873888888889,-90.970833333333",USGSOFR2009_1034,
Friedrichite,Friedrichite,980,Cu_5_Pb_5_Bi_7_S_18_,,Cu Pb Bi S,4,,34,2001,53,0,1,0,1,0,Friedrichite,,,,,,,1977,1,0.15,yellow,1,4,0,Meneghinite,3×11.299,11.645,4.022,90,90,90,140.5085,orthorhombic,2mm,Pb21m,4,P,1900,3154,11,73,"Falun Mine, Falun, Dalarna, Sweden","60.598055555556,15.613055555556",MD29_150,
Fuettererite,Fuettererite,3501,Pb^2+^_3_Cu^2+^_6_Te^6+^O_6_(OH)_7_Cl^1-^_5_,,Pb Cu Te O H Cl,6,2,1,6054,72,0,0,1,0,1,Fuettererite,70,3.799,265.952,0.62,,,2011,1,0.005,green,2,3,1,,8.4035,8.4035,44.681,90,90,120,2732.587,hexagonal,3,R3,,R,946,205196,2,7,"Bird Nest Drift, Otto Mountain, Baker, San Bernardino Co., California, USA","35.276666666667,-116.1",GSAB101_1574,
Fukuchilite,Fukuchilite,2299,Cu_3_FeS_8_,,Cu Fe S,3,2,5,2009,54,0,1,0,1,0,Fukuchilite,12,0.918,11.02,0.256,1993,74217,1967,1,0.0001,gray,1,4,1,Pyrite,5.585,5.585,5.585,90,90,90,174.209,cubic,332/m,Pa3,,P,70,228825,1,16,"Dayao Copper Mine, Dayao Co., Chuxiong Autonomous Prefecture, Yunnan Province, China","0,0",USGSOFR03_107,
Furutobeite,Furutobeite,2477,"(Cu,Ag)_6_PbS_4_",,Cu Ag Pb S,4,,5,2013,51,0,1,0,1,0,Furutobeite,,,,,,,1978,1,0.03,gray,1,,0,,20.0365,3.9638,9.70175,90,101.547,90,755.6595,monoclinic,,,,,541,2428,2,19,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Otjikoto Region (Oshikoto), Namibia","-19.25,17.7",,
Gabrielite,Gabrielite,4310,Tl_2_AgCu_2_As_3_S_7_,,Tl Ag Cu As S,5,,1,5205,51,0,1,0,1,0,Gabrielite,90,5.492,494.267,0.846,2006,156632,2002,1,0.04,black,1,2,1,,12.138,12.196,15.944,78.537,84.715,60.47,2012.655,triclinic,1,P1,,P,245,3207,1,5,"Lengenbach Quarry, Fäld (Imfeld; Im Feld; Feld), Binn Valley, Wallis (Valais), Switzerland","46.365,8.2211111111111",,
Galkhaite,Galkhaite,1467,(Hg_5_Cu)CsAs_4_S_12_,,Hg Cu Cs As S,5,1,11,2030,51,0,1,0,1,0,Galkhaite,23,1.631,37.513,0.361,,,1971,1,1.2,orange,2,3,1,Tennantite,10.3782,10.3782,10.3782,90,90,90,1117.808667,cubic,43m,I43m,48,I,2638,27164,10,39,"David Bell Mine, Hemlo Gold Deposit, Bomby Township, Thunder Bay District, Ontario, Canada","48.6925,-85.892777777778",,
Gallite,Gallite,2478,CuGaS_2_,,Cu Ga S,3,1,6,2031,51,0,1,0,1,0,Gallite,8,1.5,12,0.5,1985,627486,1958,1,0.2,gray,1,3.5,1,Chalcopyrite,5.349205,5.349205,10.477145,90,90,90,299.793,tetragonal,42m,I42d,,I,541,2428,5,18,"Tsumeb Mine (Tsumcorp Mine), Tsumeb, Otjikoto Region (Oshikoto), Namibia","-19.25,17.7",,
